id,barcode,name,price,stock,description,purchasePrice,categoryId,wholesaPrice,howToSell,isActive,entry,output,imgUrl,stocktaking,minimumstock
271,74061725563,Memoria USB Kingston 16 GB dataTraveler 50,150,0,Memoria USB Kingston 16 GB dataTraveler 50,75,9,105,Unidad,1,0,0,default.png,1,1
272,4.71344E+12,Micro SD 16 GB Adata,150,1,Micro SD 16 GB Adata,79,9,110.6,Unidad,1,0,0,default.png,1,1
273,7.50123E+12,Silicon liquido Selanusa 30 ml,11,13,Silicon liquido Selanusa 30 ml,6.77,5,8.8,Unidad,1,0,0,default.png,1,1
274,11111,Solicitud de empleo,2,133,Solicitud de empleo,0.96,5,1.6,Unidad,1,0,0,default.png,1,1
275,7.50102E+12,borrador WS 60,3,46,borrador WS 60,1.65,5,2.4,Unidad,1,0,0,default.png,1,1
276,24474393444,Jugo Cosecha Pura,5,0,Jugo Cosecha Pura,4.3,10,4,Unidad,1,0,0,default.png,1,1
277,7.50102E+12,epurita con jugo,8,0,epurita con jugo,5.1,10,6.4,Unidad,1,0,0,default.png,1,1
278,22745,Manos libres I7S tws,180,0,Manos libres I7S tws,95,9,133,Unidad,1,0,0,default.png,1,1
279,7.50228E+12,Pistola de silicon SHELY,70,0,Pistola de silicon SHELY,41.5,5,56,Unidad,1,0,0,default.png,1,1
280,6.90917E+12,Cable cargador XFC-14,30,-1,Cable cargador XFC-14,23,9,32.2,Unidad,1,0,0,default.png,1,1
281,6.90917E+11,cable cargador XFC-4,30,1,cable cargador XFC-4,14,9,19.6,Unidad,1,0,0,default.png,1,1
282,7E+12,cable cargador XFC-4 tipo C,30,-2,cable cargador XFC-4 tipo C,23,9,32.2,Unidad,1,0,0,default.png,1,1
283,6.90917E+12,cable cargador tipo C,45,1,cable cargador tipo C,23,9,32.2,Unidad,1,0,0,default.png,1,1
284,4.89517E+12,Cargador de pared AC011,50,0,Cargador de pared AC011,27,9,37.8,Unidad,1,0,0,default.png,1,1
285,6.90917E+12,Cable de datos y carga XFC-6,30,0,Cable de datos y carga XFC-6,20,9,28,Unidad,1,0,0,default.png,1,1
286,4.89517E+12,Cargador de pared,35,2,Cargador de pared,18,9,25.2,Unidad,1,0,0,default.png,1,1
287,218901,cable audio macho a macho,15,0,cable audio macho a macho,20,9,28,Unidad,1,0,0,default.png,1,1
288,6.90917E+12,Cable datos tipo C XFC-9,30,-2,Cable datos tipo C XFC-9,14,9,19.6,Unidad,1,0,0,default.png,1,1
289,3020,Pulparindo Original,2,0,Pulparindo Original,1.32,10,1.6,Unidad,1,0,0,default.png,1,1
290,17,Impresion 0.80,0.8,0,Impresion 0.80,0.14,8,0.64,Paquete,0,0,0,default.png,1,1
291,7.501E+12,Mamut mini,3,27,Mamut mini,3,14,3,Unidad,1,0,0,default.png,1,1
292,7.501E+12,Mamut,5,0,Mamut,3.46,10,4,Unidad,0,0,0,default.png,1,1
293,2520609,Duvalin Bi sabor,2,0,Duvalin Bi sabor,0.72,10,1.6,Unidad,0,0,0,default.png,1,1
294,7.24869E+11,Cacahuate Japones 42 g,5,0,Cacahuate Japones 42 g,2.82,10,4,Unidad,0,0,0,default.png,1,1
295,7.50046E+12,Memoria USB 16 GB modelo MU2108,80,-1,Memoria USB 16 GB modelo MU2108,65,9,91,Unidad,1,0,0,default.png,1,1
296,6.99999E+12,Cable de datos XFC-13,30,0,Cable de datos XFC-13,14,9,19.6,Unidad,1,0,0,default.png,1,1
297,8.59733E+11,USB 16 GB HYUNDAI,150,0,USB 16 GB HYUNDAI,83,9,116.2,Unidad,1,0,0,default.png,1,1
298,22142,SJN-L187 CARGADOR DE PARED,95,0,SJN-L187 CARGADOR DE PARED,59,9,82.6,Unidad,1,0,0,default.png,1,1
299,4.89517E+12,CARGADOR AUTO,36,0,CARGADOR AUTO,18,9,25.2,Unidad,1,0,0,default.png,1,1
300,7.40617E+11,Micro SD Kingston 32 GB,160,0,Micro SD Kingston 32 GB,78,9,109.2,Unidad,1,0,0,default.png,1,1
301,4.89517E+12,Cargador Rapido TIANLAI modelo TAC-03,50,1,Cargador Rapido TIANLAI modelo TAC-03,21,9,29.4,Unidad,1,0,0,default.png,1,1
302,4.89517E+12,cargador rapido 2.4 A MODELO TAC-01,40,-1,cargador rapido 2.4 A MODELO TAC-01,17,9,23.8,Unidad,1,0,0,default.png,1,1
303,78951213221,Bic punto mediano,6,-62,Bic punto mediano,3.14,5,4.8,Unidad,1,0,0,default.png,1,1
304,7.50131E+12,Lapiz adhesivo TOP 21gr,25,10,Lapiz adhesivo TOP 21gr,20,5,20,Unidad,1,0,0,default.png,1,1
305,7.50046E+12,Micro SD Blackpcs 8 GB,100,0,Micro SD Blackpcs 8 GB,55,9,77,Unidad,1,0,0,default.png,1,1
306,7.50143E+12,pluma punto fino Razor,6,-9,pluma punto fino Razor,3,5,4.8,Unidad,1,0,0,default.png,1,1
307,6.97172E+12,Audifonos scncy stereo headphone,60,2,Audifonos scncy stereo headphone,23,9,32.2,Unidad,1,0,0,default.png,1,1
308,6.97107E+12,audifonos scncy k38,60,0,audifonos scncy k38,23,9,32.2,Unidad,1,0,0,default.png,1,1
309,6.92035E+12,audifonos modelo s25 scncy,40,2,audifonos modelo s25 scncy,15,9,21,Unidad,1,0,0,default.png,1,1
311,4.89517E+12,Cargador link bits modelo AC009,40,4,Cargador link bits modelo AC009,18,9,25.2,Unidad,1,0,0,default.png,1,1
312,7.50046E+12,Micro SD 32 GB blackpcs,140,0,Micro SD 32 GB blackpcs,73,9,102.2,Unidad,1,0,0,default.png,1,1
313,7E+12,Cable datos V8 XFC-8,40,3,Cable datos V8 XFC-8,23,9,32.2,Unidad,1,0,0,default.png,1,1
317,400,NO USAR,0,6,NO USAR,0,5,0,Granel,0,0,0,default.png,1,1
318,401,No usar,0,14,No usar,6,5,0,Unidad,1,0,0,default.png,1,1
319,7.50113E+12,Cable de carga V8,30,0,Cable de carga V8,12,9,16.8,Unidad,1,0,0,default.png,1,1
320,310,Maicitos,11,2,Maicitos,10,10,8.8,Unidad,1,0,0,default.png,1,1
321,301,Cordon para gafete,4,15,Cordon para gafete,1.79,5,3.2,Unidad,1,0,0,default.png,1,1
322,302,broche p/gafete de metal y plastico,6,12,broche p/gafete de metal y plastico,2.9,5,4.8,Unidad,1,0,0,default.png,1,1
323,7.50227E+12,Bicolor MAE grueso,13,1,Bicolor MAE grueso,7.47,5,10.4,Unidad,1,0,0,default.png,1,1
324,7.50221E+11,tijeras MAE MT-5R,20,-9,tijeras MAE MT-5R,10.5,5,16,Unidad,1,0,0,default.png,1,1
325,305,Navaja para cutter grande SHELY,4,9,Navaja para cutter grande SHELY,1.25,5,3.2,Unidad,1,0,0,default.png,1,1
326,600,sobre c/50,40,0,sobre c/50,37.5,5,32,Unidad,1,0,0,default.png,1,1
327,7.50228E+12,Despachador para cinta,83,1,Despachador para cinta,55,5,66.4,Unidad,1,0,0,default.png,1,1
328,601,Papel lustre,5,7,Papel lustre,2.25,5,4,Unidad,1,0,0,default.png,1,1
329,602,100 hojas blancas,30,10000000,100 hojas blancas,16,8,24,Paquete,0,0,0,default.png,1,1
330,7.50227E+12,Marcador para pintarron AINK OK,17,6,Marcador para pintarron AINK OK,38.21,5,13.6,Unidad,1,0,0,default.png,1,1
331,7.50046E+12,Cuaderno cosido italiano,40,7,Cuaderno cosido italiano,27,5,32,Unidad,1,0,0,default.png,1,1
332,7.50159E+12,Cuaderno italiano,30,24,Cuaderno italiano,21.25,5,24,Unidad,1,0,0,default.png,1,1
333,7.503E+12,Escuadra,10,-1,Escuadra,6,5,8,Unidad,1,0,0,default.png,1,1
334,7.50227E+12,Marcador de cera pelikan aink,19,9,Marcador de cera pelikan aink,8.13,5,15.2,Unidad,1,0,0,default.png,1,1
335,6003,Regla 30 cm metal,15,17,Regla 30 cm metal,10,5,12,Unidad,1,0,0,default.png,1,1
336,7.50046E+12,Cuaderno profesional Cosido,49,4,Cuaderno profesional Cosido,29.17,5,39.2,Unidad,1,0,0,default.png,1,1
337,7.50102E+12,Acuarelas pelican c/6,18,5,Acuarelas pelican c/6,9.6,5,14.4,Unidad,1,0,0,default.png,1,1
338,7.50102E+12,Acuarelas pelikan,26,3,Acuarelas pelikan,13.01,5,20.8,Unidad,1,0,0,default.png,1,1
339,7.50221E+12,sobre plastico MAE  tamaño carta,26,-9,sobre plastico MAE  tamaño carta,15,5,20.8,Unidad,1,0,0,default.png,1,1
340,7.50221E+12,sobre plastico MAE tamaño oficio,29,-3,sobre plastico MAE tamaño oficio,16.5,5,23.2,Unidad,1,0,0,default.png,1,1
341,7.50159E+12,0,0,50,0,13.16,5,0,Unidad,1,0,0,default.png,1,1
342,6010,Carpeta OFICIO Color fuerte,7,24,Carpeta OFICIO Color fuerte,3.5,5,5.6,Unidad,1,0,0,default.png,1,1
343,6012,Cartulina IRIS,13,43,Cartulina IRIS,6.6,5,10.4,Unidad,1,0,0,default.png,1,1
344,6020,Abaco Grande,40,3,Abaco Grande,23,5,32,Unidad,1,0,0,default.png,1,1
345,6021,Abaco Mediano,33,4,Abaco Mediano,23,5,26.4,Unidad,1,0,0,default.png,1,1
346,1086,Juego de geometria GRANDE,39,0,Juego de geometria GRANDE,23.8,5,31.2,Unidad,1,0,0,default.png,1,1
347,1087,Juego de geometria MEDIANO,27,0,Juego de geometria MEDIANO,17.5,5,21.6,Unidad,1,0,0,default.png,1,1
348,598,compas arcoiris modelo 0598,24,3,compas arcoiris modelo 0598,15,5,19.2,Unidad,1,0,0,default.png,1,1
349,7.50227E+12,compas de precision MAE cpp-2,26,5,compas de precision MAE cpp-2,16,5,20.8,Unidad,1,0,0,default.png,1,1
350,6.90024E+12,cutter GRANDE metalico,35,1,cutter GRANDE metalico,13.5,5,28,Unidad,1,0,0,default.png,1,1
351,7.50222E+12,Cutter GRANDE plastico,15,1,Cutter GRANDE plastico,5.8,5,12,Unidad,1,0,0,default.png,1,1
352,1.19693E+15,Cutter CHICO shely,10,8,Cutter CHICO shely,4.4,5,8,Unidad,1,0,0,default.png,1,1
353,7.50631E+12,Silicon liquido selanusa 60,18,7,Silicon liquido selanusa 60,11.5,5,14.4,Unidad,1,0,0,default.png,1,1
354,7.50123E+12,Silicon liquido selanusa 100 ml,27,0,Silicon liquido selanusa 100 ml,17.5,5,21.6,Unidad,1,0,0,default.png,1,1
355,7.50123E+12,Silicon liquido selanusa 250 ml,55,0,Silicon liquido selanusa 250 ml,37.5,5,44,Unidad,1,0,0,default.png,1,1
356,6023,contac x metros jumbo,11,-46.8,contac x metros jumbo,6,5,8.8,Granel,1,0,0,default.png,1,1
357,6.92563E+12,Calculadora Kadizz kk-402A-C,30,0,Calculadora Kadizz kk-402A-C,18.6,5,24,Unidad,1,0,0,default.png,1,1
358,6.95253E+12,Calculadora cientifica GADIZ GD-107,60,0,Calculadora cientifica GADIZ GD-107,36.5,5,48,Unidad,1,0,0,default.png,1,1
359,4.54953E+12,Calculadora cientifica CASIO,300,1,Calculadora cientifica CASIO,212,5,240,Unidad,1,0,0,default.png,1,1
360,7.50102E+12,colores pelikan c/24 largo,165,4,colores pelikan c/24 largo,115,5,132,Unidad,1,0,0,default.png,1,1
361,7.50102E+12,colores Pelikan c/12,105,2,colores Pelikan c/12,55.86,5,80,Unidad,1,0,0,default.png,1,1
362,7.50224E+13,Colores MAE largos c/12,65,4,Colores MAE largos c/12,43,5,52,Unidad,1,0,0,default.png,1,1
363,7.50115E+12,Colores mapita largos c/24,63,0,Colores mapita largos c/24,41.5,5,50.4,Unidad,1,0,0,default.png,1,1
364,7.5012E+12,Pegamento Bully 225g,38,1,Pegamento Bully 225g,23.8,5,30.4,Unidad,1,0,0,default.png,1,1
365,7.5012E+12,Pegamento Bully 110g,23,4,Pegamento Bully 110g,14,5,18.4,Unidad,1,0,0,default.png,1,1
366,7.5012E+13,Pegamento Bully 55 g,16,12,Pegamento Bully 55 g,10.5,5,12.8,Unidad,1,0,0,default.png,1,1
367,6025,Ficha bibliografica 4 x 6 raya,25,2,Ficha bibliografica 4 x 6 raya,16.5,5,20,Unidad,1,0,0,default.png,1,1
368,7.50228E+12,Plumas de gel SHELY,60,0,Plumas de gel SHELY,41,5,48,Unidad,1,0,0,default.png,1,1
369,1.75012E+13,foamy con diamante,6,66,foamy con diamante,2.87,5,5.6,Unidad,1,0,0,default.png,1,1
370,6026,Papel crepe OK,9,-73,Papel crepe OK,5.2,5,7.2,Unidad,1,0,0,default.png,1,1
371,7.50117E+12,Gises c/12 blanco,15,2,Gises c/12 blanco,7.9,5,12,Unidad,1,0,0,default.png,1,1
372,7.50117E+12,Gises  de colores c/12,19,0,Gises  de colores c/12,11.7,5,15.2,Unidad,1,0,0,default.png,1,1
373,6035,Calculadora escolar MAE MC-1000,56,2,Calculadora escolar MAE MC-1000,32,5,44.8,Unidad,1,0,0,default.png,1,1
374,7.50102E+12,Pincelin pelikan markana c/6 pastel,40,0,Pincelin pelikan markana c/6 pastel,22.22,5,32,Unidad,1,0,0,default.png,1,1
375,7.50102E+12,PINCELIN MARKANA C/6,37,-1,PINCELIN MARKANA C/6,20.95,5,29.6,Unidad,1,0,0,default.png,1,1
376,7.50228E+12,Plumones lavables c/12 indra,70,0,Plumones lavables c/12 indra,42.4,5,56,Unidad,1,0,0,default.png,1,1
377,7.50228E+12,Plumines cuatitos,28,0,Plumines cuatitos,16.8,5,22.4,Unidad,1,0,0,default.png,1,1
378,7.50228E+12,plumines de colores c/24,54,1,plumines de colores c/24,35,5,43.2,Unidad,1,0,0,default.png,1,1
379,7.50619E+12,Lapiz disney de puntillas,8,24,Lapiz disney de puntillas,2.2,5,6.4,Unidad,1,0,0,default.png,1,1
380,6032,Cubrebocas,5,19,Cubrebocas,2.4,5,4,Unidad,1,0,0,default.png,1,1
381,6048,Gel antibacterial,15,0,Gel antibacterial,10,5,12,Unidad,1,0,0,default.png,1,1
382,6036,No usar,0,20,No usar,0,5,0,Granel,0,0,0,default.png,1,1
383,6046,Sacapuntas doble contenedor basura,13,-8,Sacapuntas doble contenedor basura,8.25,5,10.4,Unidad,1,0,0,default.png,1,1
384,6031,sacapuntas MAE con deposito tapa,7,-10,sacapuntas MAE con deposito tapa,4.4,5,5.6,Unidad,1,0,0,default.png,1,1
385,6033,Lapiz dibujo turquoise varios.,15,26,Lapiz dibujo turquoise varios.,9.01,5,12,Unidad,1,0,0,default.png,1,1
386,6034,Marcador agua Aqua-ink,14,2,Marcador agua Aqua-ink,7.71,5,11.2,Unidad,1,0,0,default.png,1,1
387,7.50102E+12,Bicolor delgado pelikan,9,2,Bicolor delgado pelikan,4.5,5,7.2,Unidad,1,0,0,default.png,1,1
388,3036,Regla de madera 30 cm,3,5,Regla de madera 30 cm,1.5,5,2.4,Unidad,1,0,0,default.png,1,1
389,6037,hoja mantequilla,2,-55,hoja mantequilla,1.18,5,1.6,Unidad,1,0,0,default.png,1,1
390,7.50113E+12,block papel mantequilla t/carta,43,1,block papel mantequilla t/carta,29.5,5,34.4,Unidad,1,0,0,default.png,1,1
391,6038,protector de hoja cubre hoja o mica protectora,2,88,protector de hoja cubre hoja o mica protectora,0.63,5,1.63,Unidad,1,0,0,default.png,1,1
392,6039,sobre bolsa oficio,10,-4,sobre bolsa oficio,5.8,5,8,Unidad,1,0,0,default.png,1,1
393,7.50221E+12,Engrapadora A-ink  ECH-10,80,1,Engrapadora A-ink  ECH-10,54,5,64,Unidad,1,0,0,default.png,1,1
394,7.50224E+12,Engrapadora A-ink EG-30,110,2,Engrapadora A-ink EG-30,68,5,88,Unidad,1,0,0,default.png,1,1
395,7.50221E+12,Engrapadora MAE Mini MEK-10,50,0,Engrapadora MAE Mini MEK-10,34,5,40,Unidad,1,0,0,default.png,1,1
396,7.50221E+12,Grapas estandar 26/6 A-ink,30,3,Grapas estandar 26/6 A-ink,19,5,24,Unidad,1,0,0,default.png,1,1
397,6040,Block tabla chico  cuaderno de dibujo,80,5,Block tabla chico  cuaderno de dibujo,57,5,64,Unidad,1,0,0,default.png,1,1
398,4.71322E+12,USB adata UV240,140,0,USB adata UV240,72,9,100.8,Unidad,1,0,0,default.png,1,1
399,7.50046E+12,USB black pcs 8 GB,100,1,USB black pcs 8 GB,66,9,92.4,Unidad,1,0,0,default.png,1,1
400,7.50046E+12,USB  black pcs 32 GB,160,0,USB  black pcs 32 GB,72,9,100.8,Unidad,1,0,0,default.png,1,1
401,7.50228E+12,Colores SHELY 12 largos triangular,67,2,Colores SHELY 12 largos triangular,44.5,5,53.6,Unidad,1,0,0,default.png,1,1
402,7.50115E+12,Colores Blanca Nieves c/12 largos,31,3,Colores Blanca Nieves c/12 largos,0,5,24.8,Unidad,1,0,0,default.png,1,1
403,6041,Transportador,10,20,Transportador,0,5,8,Unidad,1,0,0,default.png,1,1
404,9003,Servicio enmicado,1,10,Servicio enmicado,0,12,0.8,Unidad,0,0,0,default.png,1,1
405,9004,Servicio engargolado,1,0,Servicio engargolado,0,11,0.8,Unidad,0,0,0,default.png,1,1
406,9030,50 Hojas blancas,15,10000000,50 Hojas blancas,8,5,12,Paquete,0,0,0,default.png,1,1
407,6061,Pintura sayer 25 ML,10,73,Pintura sayer 25 ML,7.9,5,8,Unidad,1,0,0,default.png,1,1
408,6062,Pluma punto fino bic,6,-31,Pluma punto fino bic,3.18,5,4.8,Unidad,1,0,0,default.png,1,1
409,7.50221E+12,contac rollo  2m,29,4,contac rollo  2m,20,5,23.2,Unidad,1,0,0,default.png,1,1
410,7.50221E+12,Perforadora 1 orificio MAE P-1,40,1,Perforadora 1 orificio MAE P-1,27,5,32,Unidad,1,0,0,default.png,1,1
411,7.50228E+11,Mini perforadora SHELY 2 hoyos,50,1,Mini perforadora SHELY 2 hoyos,37,5,40,Unidad,1,0,0,default.png,1,1
412,6066,Libreta bolsillo 8 x 11.8,6,7,Libreta bolsillo 8 x 11.8,2.7,5,4.8,Unidad,1,0,0,default.png,1,1
413,6067,Libreta taquigrafia corta cm estrella y JC,20,5,Libreta taquigrafia corta cm estrella y JC,11.94,5,16,Unidad,1,0,0,default.png,1,1
414,6068,Libreta taquigrafia Larga marca estrella y JC,23,7,Libreta taquigrafia Larga marca estrella y JC,13.7,5,18.4,Unidad,1,0,0,default.png,1,1
415,7.50106E+12,Crayola estandar 6 piezas delgada,15,1,Crayola estandar 6 piezas delgada,9,5,12,Unidad,1,0,0,default.png,1,1
416,7.50129E+12,Crayones de cera c/12 delgado OK,29,1,Crayones de cera c/12 delgado OK,17,5,23.2,Unidad,1,0,0,default.png,1,1
417,7.50228E+12,Crayones de cera gruesos c/24,70,3,Crayones de cera gruesos c/24,46.75,5,56,Unidad,1,0,0,default.png,1,1
418,7.50103E+12,crayones de cera Carmen c/24 delgados,25,3,crayones de cera Carmen c/24 delgados,10,5,20,Unidad,1,0,0,default.png,1,1
419,6069,Papel pasante t/carta,2,95,Papel pasante t/carta,0.7,5,1.6,Unidad,1,0,0,default.png,1,1
420,6098,Limpia pipa lisa,1,257,Limpia pipa lisa,0.23,5,0.8,Unidad,1,0,0,default.png,1,1
421,6090,Ficha bibliografica varios tamaños,0.5,0,Ficha bibliografica varios tamaños,0.25,5,0.4,Unidad,0,0,0,default.png,1,1
422,7.50301E+12,plumas shely Roller c/10,59,1,plumas shely Roller c/10,34,5,47.2,Unidad,1,0,0,default.png,1,1
423,7.50228E+12,Lapiz jumbo entrenador shely,17,5,Lapiz jumbo entrenador shely,10.34,5,13.6,Unidad,1,0,0,default.png,1,1
424,6097,hoja milimetrica,1,50,hoja milimetrica,0.33,5,0.8,Unidad,1,0,0,default.png,1,1
425,7.50228E+12,Sacapuntas metalico doble AG006,12,5,Sacapuntas metalico doble AG006,6,5,9.6,Unidad,1,0,0,default.png,1,1
426,7.50228E+12,Sacapuntas metalico,6,7,Sacapuntas metalico,3,5,4.8,Unidad,1,0,0,default.png,1,1
427,9067,dado grande,7,4,dado grande,3.5,5,5.6,Unidad,1,0,0,default.png,1,1
428,9068,dado chico,3,3,dado chico,1,5,2.4,Unidad,1,0,0,default.png,1,1
429,6.90917E+12,cable datos V8 DK-09,30,1,cable datos V8 DK-09,14,9,19.6,Unidad,1,0,0,default.png,1,1
430,9071,Marcador shely doble punta permanente,15,5,Marcador shely doble punta permanente,8.2,5,12,Unidad,1,0,0,default.png,1,1
431,90681,Caja para colores doble,40,6,Caja para colores doble,24,5,32,Unidad,1,0,0,default.png,1,1
432,60987,Borrador figuras buo y caritas,6,17,Borrador figuras buo y caritas,2.9,5,4.8,Unidad,1,0,0,default.png,1,1
433,908425,libros colorear,10,15,libros colorear,4.5,5,8,Unidad,1,0,0,default.png,1,1
434,90845,borrador cubo con borrador chico,28,2,borrador cubo con borrador chico,18,5,22.4,Unidad,1,0,0,default.png,1,1
435,980,Cuaderno profesional cuadro chico,29,-8,Cuaderno profesional cuadro chico,17.97,5,23.2,Unidad,1,0,0,default.png,1,1
436,981,Cuaderno profesional cuadro grande,29,14,Cuaderno profesional cuadro grande,17.07,5,23.2,Unidad,1,0,0,default.png,1,1
437,982,Cuaderno profesional raya,29,5,Cuaderno profesional raya,18.21,5,23.2,Unidad,1,0,0,default.png,1,1
438,983,Cuaderno profesional doble raya,29,9,Cuaderno profesional doble raya,21.67,5,23.2,Unidad,1,0,0,default.png,1,1
439,984,Cuaderno profesional dibujo,29,-1,Cuaderno profesional dibujo,19.34,5,23.2,Unidad,1,0,0,default.png,1,1
440,1500,mica termica tamaño carta,9,53,mica termica tamaño carta,4.96,5,7.2,Unidad,1,0,0,default.png,1,1
441,1501,mica termica 10 x 14. cms,5,-22,mica termica 10 x 14. cms,0,5,4,Unidad,1,0,0,default.png,1,1
442,1502,mica termica 9 x 13.5 cms 8 mil,5,99,mica termica 9 x 13.5 cms 8 mil,0,5,4,Unidad,1,0,0,default.png,1,1
443,1503,mica termica 8 x 11.5 cm 8 mil,5,100,mica termica 8 x 11.5 cm 8 mil,0,5,4,Unidad,1,0,0,default.png,1,1
444,1504,mica termica 6.5 x 9.5 cm 8 mil,1,99,mica termica 6.5 x 9.5 cm 8 mil,0.42,5,4,Unidad,1,0,0,default.png,1,1
445,7.50224E+12,Bicolor delgado MAE modelo: BEM-10,9,9,Bicolor delgado MAE modelo: BEM-10,4.2,5,7.2,Unidad,1,0,0,default.png,1,1
446,10483,cable auxiliar,25,4,cable auxiliar,12,9,16.8,Unidad,1,0,0,default.png,1,1
447,904512,Papel cascaron de huevo 1/8 OK,10,-3,Papel cascaron de huevo 1/8 OK,5.3,5,8,Unidad,1,0,0,default.png,1,1
448,845212,Paquete 500 hojas blancas carta,135,10000000,Paquete 500 hojas blancas carta,80,5,108,Paquete,0,0,0,default.png,1,1
449,7.50221E+12,broche  latonado  BRL-14caja 100 piezas,57,3,broche  latonado  BRL-14caja 100 piezas,39,5,45.6,Unidad,1,0,0,default.png,1,1
450,90545,broche  latonado  BRL-14 x pieza,1,0,broche  latonado  BRL-14 x pieza,0.39,5,0.8,Unidad,0,0,0,default.png,1,1
451,7.50221E+12,mini engrapadora mek-26,68,0,mini engrapadora mek-26,43,5,54.4,Unidad,1,0,0,default.png,1,1
452,6.93606E+12,quitagrapas shely 6412,20,3,quitagrapas shely 6412,13,5,16,Unidad,1,0,0,default.png,1,1
453,7.50228E+12,corrector pluma shely,18,3,corrector pluma shely,10,5,14.4,Unidad,1,0,0,default.png,1,1
454,905121,pasta para engargolado x par,7,26,pasta para engargolado x par,4.6,5,5.6,Unidad,1,0,0,default.png,1,1
455,7.50303E+12,cargador tipo C 1hora,70,0,cargador tipo C 1hora,37,9,51.8,Unidad,1,0,0,default.png,1,1
456,6.91686E+12,cargador tipo v8 buytiti,70,0,cargador tipo v8 buytiti,35,9,49,Unidad,1,0,0,default.png,1,1
457,8.10033E+11,memoria usb hyundai 16 gb,130,0,memoria usb hyundai 16 gb,63,9,88.2,Unidad,1,0,0,default.png,1,1
458,7.50104E+12,cinta masking tape 12 mm x 10 m,8,7,cinta masking tape 12 mm x 10 m,4,5,6.4,Unidad,1,0,0,default.png,1,1
459,7.50189E+12,cinta masking tape 24 mm 50 mm,49,4,cinta masking tape 24 mm 50 mm,27.74,5,39.2,Unidad,1,0,0,default.png,1,1
460,7.50227E+12,Regla fexible 30 cm MAE,24,-2,Regla fexible 30 cm MAE,16,5,19.2,Unidad,1,0,0,default.png,1,1
461,90512,Regla flexible arcoiris 30 cm,8,7,Regla flexible arcoiris 30 cm,4,5,6.4,Unidad,1,0,0,default.png,1,1
462,78687,tira grapa,3,15,tira grapa,0.8,5,2.4,Unidad,1,0,0,default.png,1,1
463,6.49684E+11,Pistola para silicon indra,78,2,Pistola para silicon indra,70,5,62.4,Unidad,1,0,0,default.png,1,1
464,6.93218E+12,Calculadora kadizz TS-2806,40,3,Calculadora kadizz TS-2806,24.5,5,32,Unidad,1,0,0,default.png,1,1
465,6.93218E+12,Calculadora kadizz TS-7302AC,87,1,Calculadora kadizz TS-7302AC,50,5,69.6,Unidad,1,0,0,default.png,1,1
466,454121,mica termica media carta 1/2 carta,8,6,mica termica media carta 1/2 carta,4,5,6.4,Unidad,1,0,0,default.png,1,1
467,907841,Palo de madera cuadrado,0.3,316,Palo de madera cuadrado,0.1,5,0.24,Unidad,1,0,0,default.png,1,1
468,907842,palo madera 15 cm.,0.3,322,palo madera 15 cm.,0.13,5,0.24,Unidad,1,0,0,default.png,1,1
469,6.91686E+12,combo cargador v8 buytiti,70,2,combo cargador v8 buytiti,35,9,49,Unidad,1,0,0,default.png,1,1
470,6.91686E+12,combo cargador tipo C Buytiti,70,0,combo cargador tipo C Buytiti,35,9,49,Unidad,1,0,0,default.png,1,1
471,4.71344E+12,memoria USB 32 GB ADATA,150,2,memoria USB 32 GB ADATA,68,9,95.2,Unidad,1,0,0,default.png,1,1
472,4.71805E+12,Memoria USB 16 GB ADATA,130,1,Memoria USB 16 GB ADATA,67,9,93.8,Unidad,1,0,0,default.png,1,1
473,7.24869E+11,Japones 28 g,5,0,Japones 28 g,2,10,4,Unidad,0,0,0,default.png,1,1
474,477854,Palo madera redondo 30 cm,0.5,50,Palo madera redondo 30 cm,0.3,5,0.4,Unidad,1,0,0,default.png,1,1
475,6.90917E+12,cable de datos DK-20-V8,35,3,cable de datos DK-20-V8,20,9,28,Unidad,1,0,0,default.png,1,1
476,6.96626E+11,pintura acrilico 30 ml,14,2,pintura acrilico 30 ml,8.6,5,11.2,Unidad,1,0,0,default.png,1,1
477,7.50189E+12,cinta adhesiva N-55 12mm x 10 m,3,23,cinta adhesiva N-55 12mm x 10 m,1.53,5,2.4,Unidad,1,0,0,default.png,1,1
478,7.50189E+12,cinta adhesiva N-55 18mm x 33 m,16,17,cinta adhesiva N-55 18mm x 33 m,10.49,5,12.8,Unidad,1,0,0,default.png,1,1
479,2.68116E+12,audifofonos Y-03,55,4,audifofonos Y-03,28,9,39.2,Unidad,1,0,0,default.png,1,1
480,7.50303E+12,combo cargador 2.4A,80,4,combo cargador 2.4A,40,9,56,Unidad,1,0,0,default.png,1,1
481,90211,bola de rafia,15,6,bola de rafia,9.5,5,12,Unidad,1,0,0,default.png,1,1
482,6531111,CINTA CANELA 48mm X 50m,36,1,CINTA CANELA 48mm X 50m,21.9,5,28.8,Unidad,1,0,0,default.png,1,1
483,961212,Carta poder,2,92,Carta poder,0.3,5,1.6,Unidad,1,0,0,default.png,1,1
484,961213,Carta responsiva,2,92,Carta responsiva,0.3,5,1.6,Unidad,1,0,0,default.png,1,1
485,961215,sobre coin,2,42,sobre coin,0.97,5,1.6,Unidad,1,0,0,default.png,1,1
486,902112,Borrador tipo pluma,14,5,Borrador tipo pluma,7,5,11.2,Unidad,1,0,0,default.png,1,1
