id,barcode,name,price,stock,description,purchasePrice,categoryId,wholesaPrice,howToSell,isActive,entry,output,imgUrl,stocktaking,minimumstock
41,5001,Sacapuntas MAE,3,13,Sacapuntas MAE,1.62,5,2.4,Unidad,1,0,0,default.png,1,1
43,5002,cinta,3,0,cinta,1.53,5,2.4,Unidad,1,0,0,default.png,1,1
44,5003,Regla plastico 30 cm Strike is,6,13,Regla plastico 30 cm Strike is,3.66,5,4.8,Unidad,1,0,0,default.png,1,1
46,5004,Marcatextos A-ink y Pelikan,18,31,Marcatextos A-ink y Pelikan,15,5,14.4,Unidad,1,0,0,default.png,1,1
47,7.5012E+12,Pegamento Bully 35g,11,0,Pegamento Bully 35g,7.2,5,8.8,Unidad,1,0,0,default.png,1,1
48,7.50129E+12,Pegamento makyco 30gr,13,0,Pegamento makyco 30gr,7,5,10.4,Unidad,1,0,0,default.png,1,1
49,7.50102E+12,Borrador pelican m40,4,-1,Borrador pelican m40,2.5,5,3.2,Unidad,1,0,0,default.png,1,1
50,7.50102E+12,Borrador pelican m20,9,-3,Borrador pelican m20,4.57,5,7.2,Unidad,1,0,0,default.png,1,1
51,7.50115E+12,Colores mapita largos c/12,31,0,Colores mapita largos c/12,20,5,24.8,Unidad,1,0,0,default.png,1,1
52,7.50115E+12,Colores mapita cortos,17,2,Colores mapita cortos,10,5,13.6,Unidad,1,0,0,default.png,1,1
53,5005,Cartulina blanca,5,98,Cartulina blanca,1.69,5,4,Unidad,1,0,0,default.png,1,1
54,7.50221E+12,no usar,0,0,no usar,0,5,0,Unidad,1,0,0,default.png,1,1
55,5006,Diamantina sobre,6,37,Diamantina sobre,3.2,5,4.8,Unidad,1,0,0,default.png,1,1
56,7.50101E+12,DESUSO 01,0,-1,DESUSO 01,0,9,0,Unidad,1,0,0,default.png,1,1
57,7.50101E+12,desuso 02,0,0,desuso 02,0,9,0,Unidad,1,0,0,default.png,1,1
58,7.50101E+12,desuso 03,0,0,desuso 03,0,9,0,Unidad,1,0,0,default.png,1,1
59,7.50101E+12,No usar,0,0,No usar,0,5,0,Unidad,1,0,0,default.png,1,1
60,7.50101E+12,No usar,0,6,No usar,0,5,0,Unidad,1,0,0,default.png,1,1
61,7.50101E+12,NO usar,0,0,NO usar,0,5,0,Unidad,1,0,0,default.png,1,1
62,5007,Carpeta carta pastel,5,-11,Carpeta carta pastel,1.9,5,4,Unidad,1,0,0,default.png,1,1
63,5008,Carpeta carta Color fuerte,6,48,Carpeta carta Color fuerte,2.41,5,4.8,Unidad,1,0,0,default.png,1,1
64,5009,Hoja color,1,45,Hoja color,0.59,5,0.8,Unidad,1,0,0,default.png,1,1
66,5010,sobre bolsa carta 230*305,8,-1,sobre bolsa carta 230*305,7.96,5,6.4,Unidad,1,0,0,default.png,1,1
67,7.50159E+12,No usar,12,0,No usar,0,5,9.6,Unidad,1,0,0,default.png,1,1
69,6.02776E+12,No usar,19,0,No usar,13.5,5,15.2,Unidad,1,0,0,default.png,1,1
70,6.0276E+11,No usar,19,0,No usar,14.5,5,15.2,Unidad,1,0,0,default.png,1,1
71,5011,Pincel,4,122,Pincel,1.36,5,3.2,Unidad,1,0,0,default.png,1,1
73,7.50129E+12,Crayones Makyco grueso 12  OK,48,3,Crayones Makyco grueso 12  OK,28,5,38.4,Unidad,1,0,0,default.png,1,1
75,4.97405E+12,Marcador Artline 109 permanente VARIOS COLORES,22,-2,Marcador Artline 109 permanente VARIOS COLORES,12.5,5,17.6,Unidad,1,0,0,default.png,1,1
76,4.97405E+12,NO USAR,0,0,NO USAR,0,5,0,Unidad,1,0,0,default.png,1,1
78,7.50129E+12,plastilina barra makyco,16,51,plastilina barra makyco,9,5,12.8,Unidad,1,0,0,default.png,1,1
80,7.50129E+12,Pegamento Makyco 60 gramos,17,5,Pegamento Makyco 60 gramos,9.5,5,13.6,Unidad,1,0,0,default.png,1,1
82,7.50131E+12,Lapiz adhesivo top,14,30,Lapiz adhesivo top,7.6,5,11.2,Unidad,1,0,0,default.png,1,1
83,7.50221E+12,Lapiz adhesivo mae 9 g,10,-11,Lapiz adhesivo mae 9 g,5.6,5,8,Unidad,1,0,0,default.png,1,1
85,7.50171E+12,corrector 10ml,16,-4,escrimex,11.5,5,12.8,Unidad,1,0,0,default.png,1,1
86,7.50224E+11,corrector cpm-8   8 ml,14,0,MAE,10,5,11.2,Unidad,1,0,0,default.png,1,1
87,6.96626E+11,Pintura Tempere 30 ml createx,6,4,lavable para carteles,5.4,5,4.8,Unidad,1,0,0,default.png,1,1
88,5012,Opalina delgada blanca 115 g/m2,1,-1,Opalina delgada blanca 115 g/m2,0.6,5,0.8,Unidad,1,0,0,default.png,1,1
90,5013,Opalina Gruesa,2,24,Opalina Gruesa,1.12,5,1.6,Unidad,1,0,0,default.png,1,1
91,5014,Papel manila,3,42,color amarillo,1.4,5,2.4,Unidad,1,0,0,default.png,1,1
93,5015,Pegamento makyco 20g,3,0,boto blanco sin marca,1,5,2.4,Unidad,1,0,0,default.png,1,1
95,5016,Tabla fibracel 30x30,15,-7,Tabla fibracel 30x30,9.65,5,12,Unidad,1,0,0,default.png,1,1
96,6.0276E+11,Cuaderno frances,28,5,Cuaderno frances,16.97,5,22.4,Unidad,1,0,0,default.png,1,1
97,7.50103E+12,Galletas Panditas,7,0,Marinela,5,1,5.6,Unidad,1,0,0,default.png,1,1
98,7.50227E+12,Lapiz MAE OK,7,35,Lapiz MAE OK,3.82,5,5.6,Unidad,1,0,0,default.png,1,1
99,1200,Copia Hp 3  Pro 8610,3,999825,Impresora Hp Officejet Pro 8610,0,4,2.4,Unidad,1,0,0,default.png,1,1
100,6.92205E+12,Foamy tamaño carta liso OK,3,-55,Foamy tamaño carta liso OK,1.28,5,2.4,Unidad,1,0,0,default.png,1,1
101,7.50224E+11,0,11,0,0,7.2,5,8.8,Unidad,1,0,0,default.png,1,1
102,120314,Copia Hp 4  Pro 8610,4,999946,Impresora Hp Officejet Pro 8610,0,4,3.2,Unidad,1,0,0,default.png,1,1
103,231501,Impresion Samsung M4072FD,1.5,999919,Impresora laser B&N,0,8,1.2,Unidad,1,0,0,default.png,1,1
104,7.50224E+12,Colores MAE CM-12C,30,2,Colores MAE CM-12C,19,5,24,Unidad,1,0,0,default.png,1,1
105,7.50129E+12,Plastilina Makyco c/10,20,1,Plastilina Makyco c/10,11.49,5,16,Unidad,1,0,0,default.png,1,1
106,7.50224E+12,corrector liquido A-ink,17,0,punta 0.8 mm cont. Net. 8 ml,12.8,5,13.6,Unidad,1,0,0,default.png,1,1
107,2030,No usar,0,0,No usar,3,5,0,Unidad,1,0,0,default.png,1,1
108,2.01205E+12,12 plumones lavables saire,25,0,12 plumones lavables saire,15,5,20,Unidad,1,0,0,default.png,1,1
109,12456,Carpeta oficio pastel,6,8,Carpeta oficio pastel,2.25,5,4.8,Unidad,1,0,0,default.png,1,1
110,23455,Cartulina Fluorecente,10,12,Cartulina Fluorecente,5.35,5,8,Unidad,1,0,0,default.png,1,1
111,1245242,Copia Hp 5  Pro 8610,5,999930,Impresora Hp Officejet Pro 8610,0,4,4,Unidad,1,0,0,default.png,1,1
112,2724285190,dvd+R,10,0,Sony,6.7,5,8,Unidad,1,0,0,default.png,1,1
113,27242254497,cd-r,10,0,700 mb sony,3.9,5,8,Unidad,1,0,0,default.png,1,1
114,1099,Impresion Hp 2  Pro 8610,2,998835,Impresora Hp Officejet Pro 8610,0,8,1.6,Unidad,1,0,0,default.png,1,1
115,9000,servicio,1,993436,servicio,0,6,0.8,Unidad,1,0,0,default.png,1,1
116,9001,Servicio Tecnico,1,990267,Servicio Tecnico,0,7,0.8,Unidad,1,0,0,default.png,1,1
117,9002,NO USAR,0,999883,NO USAR,0,6,0,Unidad,1,0,0,default.png,1,1
118,90003,NO USAR,0,999529,NO USAR,0,6,0,Unidad,1,0,0,default.png,1,1
119,90004,NO USAR,0,999836,NO USAR,0,6,0,Unidad,1,0,0,default.png,1,1
120,90005,NO USAR,0,999959,NO USAR,0,6,0,Unidad,1,0,0,default.png,1,1
121,7.50221E+12,broche metalico aink 80 MM,2,32,broche metalico aink 80 MM,0.64,5,1.6,Unidad,1,0,0,default.png,1,1
122,7.50113E+12,no usar,0,0,no usar,0,5,0,Unidad,1,0,0,default.png,1,1
123,7.50102E+12,Corrector liquido,13,0,Corrector liquido,8.5,5,10.4,Unidad,1,0,0,default.png,1,1
124,7.50115E+12,Colores Blanca Nieves c/12 cortos,17,-1,Colores Blanca Nieves c/12 cortos,10,5,13.6,Unidad,1,0,0,default.png,1,1
125,7.50224E+12,Lapiz adhesivo MAE 20 gr,18,0,Lapiz adhesivo MAE 20 gr,11.7,5,14.4,Unidad,1,0,0,default.png,1,1
126,7.50102E+12,Marcador de Cera,10,0,Pelikan,8.34,5,8,Unidad,1,0,0,default.png,1,1
127,9012121121,Papel China,2,107,Papel China,1.02,5,1.6,Unidad,1,0,0,default.png,1,1
128,7.50227E+12,Silicon Liquido MAE 30 ml ok,21,0,Silicon Liquido MAE 30 ml ok,11.5,5,16.8,Unidad,1,0,0,default.png,1,1
129,1.11111E+12,NO usar,0,-4,NO usar,3,5,0,Unidad,1,0,0,default.png,1,1
130,7.50152E+12,Ficha bibliografica 5 x 8 raya,26,2,Ficha bibliografica 5 x 8 raya,1.46,5,20.8,Unidad,1,0,0,default.png,1,1
131,3212121254,Lapiz Borrador oso,0,0,lapiz con borrador de osos,8,5,0,Unidad,1,0,0,default.png,1,1
132,36785455,Sacapuntas Pencil Sharperner forma de Corona,0,6,En forma de Corona,4,5,0,Unidad,1,0,0,default.png,1,1
133,23145414414,Sacapuntas de dinosaurio,0,6,ANI Sacapuntas en forma de dinosaurio,4,5,0,Unidad,1,0,0,default.png,1,1
134,5.42554E+11,Borrador de biberon,0,0,Borrador de biberon,9,5,0,Unidad,1,0,0,default.png,1,1
135,6.94008E+12,Sacapuntas  Forma de Hipopotamp,0,0,ANI Sacapuntas de en  forma de Hipopotamo,6,5,0,Unidad,1,0,0,default.png,1,1
136,6.94008E+12,Sacapuntas en forma de cerdio,0,0,ANI sacapuntas en forma de cerdito,10,5,0,Unidad,1,0,0,default.png,1,1
137,1.55422E+11,Borrador en forma de Lapices,0,0,ANI En forma de lapiz se intercambian,8,5,0,Unidad,1,0,0,default.png,1,1
138,2452215,Crayolas en forma de bolita,0,0,ANI cada color es una bolita se vende por lapiz,5,5,0,Unidad,1,0,0,default.png,1,1
139,3541712411,Posti,0,2,ANI Posti en forma de figuras de animales y frutas,5,5,0,Unidad,1,0,0,default.png,1,1
140,2.54724E+11,Sacapuntas de carritos,0,0,ANI sacapuntas de carritos dobles,6,5,0,Unidad,1,0,0,default.png,1,1
141,2.45521E+11,Borrador en forma de postre,0,0,Borrador en forma de postre,2,1,0,Unidad,1,0,0,default.png,1,1
142,321711,Sobre Amarillo,6,-9,Sobre Amarillo,3.29,5,4.8,Unidad,1,0,0,default.png,1,1
143,321898,No usar,0,0,No usar,0,5,0,Unidad,1,0,0,default.png,1,1
144,231221111,Borrador en forma de postre,0,0,Borrador en forma de postre,2,5,0,Unidad,1,0,0,default.png,1,1
145,4.97405E+12,NO USAR,0,0,NO USAR,0,5,0,Unidad,1,0,0,default.png,1,1
146,7.50221E+12,Pegamento boliche 18 grs,3,11,Pegamento boliche 18 grs,1.65,5,2.4,Unidad,1,0,0,default.png,1,1
147,251400010,Cartulina negra Iris,6,-4,Cartulina negra Iris,5.2,5,4.8,Unidad,1,0,0,default.png,1,1
148,1002014,cartulina  pastel,6,14,cartulina  pastel,3,5,4.8,Unidad,1,0,0,default.png,1,1
149,30001011,Copia Hp  1 Pro 8610,1,999529,Impresora Hp Officejet Pro 8610,0,4,0.8,Unidad,1,0,0,default.png,1,1
150,7.50831E+12,"Ficcha bibliografica 3x5\"",0.25""",986,Tarjetas rayadas,0,5,0.2,Unidad,1,\N,0,0,default.png,1,1
151,221212121,bolsa de plumas con 10,40,-1,s,28,5,32,Unidad,1,0,0,default.png,1,1
152,7.70349E+12,Pluma kilometrico,6,36,Pluma kilometrico,2.98,5,4.8,Unidad,1,0,0,default.png,1,1
153,1455001572,Lapiz PS-1P,2,38,lapices de figuras sin marca,0.5,5,1.6,Unidad,1,0,0,default.png,1,1
154,7.50102E+12,plastilina barra  pelikan,20,7,plastilina barra  pelikan,12.65,5,20,Unidad,1,0,0,default.png,1,1
155,7.70349E+12,trasparente,0,0,trasparente,0,5,0,Unidad,1,0,0,default.png,1,1
156,7.50103E+12,paq. plumas Kilometricos surtido,40,0,bolsa con 1o plumas kilometrico surtido,33.5,5,32,Unidad,1,0,0,default.png,1,1
157,55555512,Impresion Hp 0.50  Pro 8610,0.5,99374,Impresora Hp Officejet Pro 8610,0,8,0.4,Unidad,1,0,0,default.png,1,1
158,7.50301E+12,Silicon liquido Shely,11,-2,Silicon liquido Shely,7,5,8.8,Unidad,1,0,0,default.png,1,1
159,7.50301E+12,No usar,0,0,No usar,0,5,0,Unidad,1,0,0,default.png,1,1
160,7.50603E+12,cuaderno con 70 hojas 11.9 x 21 cm,10,0,cuaderno con 70 hojas 11.9 x 21 cm,6,5,8,Unidad,1,0,0,default.png,1,1
161,10000001,NO USAR,0,999942,NO USAR,0,7,0,Unidad,1,0,0,default.png,1,1
162,1111111,Impresion Hp Pro 1.5  8610,1.5,999947,Impresora Hp Officejet Pro 8610,0,8,1.2,Unidad,1,0,0,default.png,1,1
163,2121212121,Impresion Hp 3  Pro 8610,3,999594,Impresora Hp Officejet Pro 8610,0,8,2.4,Unidad,1,0,0,default.png,1,1
164,33343434,adaptador micro sd forma huella,15,3,adaptador micro sd forma huella,5,9,7,Unidad,1,0,0,default.png,1,1
165,22225121212,Cartoncillo negro,5,3,sin descripcion,2.5,5,4,Unidad,1,0,0,default.png,1,1
166,3.52501E+12,Forro para folder tamaño carta,20,23,Forro para folder tamaño carta,9.2,5,20,Unidad,1,0,0,default.png,1,1
167,21457220,Impresion Samsung M4072FD,1,998933,Impresora laser B&N,0,8,0.8,Unidad,1,0,0,default.png,1,1
168,2011792214,NO USAR,0,999992,NO USAR,0,7,0,Unidad,1,0,0,default.png,1,1
169,24545454,Ficha bibliografica 3x5 raya,18,2,Ficha bibliografica 3x5 raya,0.42,5,14.4,Unidad,1,0,0,default.png,1,1
170,99,Impresion Hp 1  Pro 8610,1,998340,Impresora Hp Officejet Pro 8610,0,8,0.8,Unidad,1,0,0,default.png,1,1
171,555512401,Copia Hp 0.50 Pro 8610,0.5,1000000,Impresora Hp Officejet Pro 8610,0,8,0.4,Unidad,1,0,0,default.png,1,1
172,7.50228E+11,Corrector shely cuatitos,20,-13,Corrector shely cuatitos,18,5,16,Unidad,1,0,0,default.png,1,1
173,7.50227E+12,Borrador para lapiz capuchon MAE,1,57,Borrador para lapiz capuchon MAE,0.34,5,0.8,Unidad,1,0,0,default.png,1,1
174,6.92366E+12,Pincelin markana Pelikan agua,8,8,Pincelin markana Pelikan agua,5.1,5,6.4,Unidad,1,0,0,default.png,1,1
175,3212145454,lapiz dixon Metrio 1910,4,57,lapiz dixon Metrio 1910,2.03,5,3.2,Unidad,1,0,0,default.png,1,1
176,75020392,x,10,0,x,5.65,5,8,Unidad,1,0,0,default.png,1,1
177,7.50301E+13,Pegamento shely 40 gr,8,-1,Pegamento shely 40 gr,4.2,5,6.4,Unidad,1,0,0,default.png,1,1
178,200,Hoja blanca t/carta,0.5,-1576,Hoja blanca t/carta,0.14,5,0.4,Unidad,1,0,0,default.png,1,1
179,300,Servicio Impresion,0.8,-76521,Servicio Impresion,0,8,0.64,Unidad,1,0,0,default.png,1,1
180,201,Hoja t/oficio,0.5,380,Hoja t/oficio,20,5,0.4,Unidad,1,0,0,default.png,1,1
181,14,Impresion Oficio 1.5,1.5,9999860,Impresion Oficio 1.5,0.19,8,1.2,Paquete,0,0,0,default.png,1,1
182,12,Impresion Carta 1.50,1.5,21,Impresion Carta 1.50,0.14,8,1.2,Paquete,0,0,0,default.png,1,1
183,15,Impresion Oficio 2,2,9999939,Impresion Oficio 2,0.19,8,1.6,Paquete,0,0,0,default.png,1,1
184,900,Memoria USB adata 32 GB,150,0,Memoria USB adata 32 GB,79,9,110.6,Unidad,1,0,0,default.png,1,1
185,202,3 hojas blancas carta,1,9999939,3 hojas blancas carta,0.42,5,0.8,Paquete,0,0,0,default.png,1,1
186,8.69821E+12,no usar,0,-3,no usar,6.5,5,0,Unidad,1,0,0,default.png,1,1
187,7.50221E+12,Tijera escolar aink,17,6,Tijera escolar aink,8.31,5,13.6,Unidad,1,0,0,default.png,1,1
188,74061719827,Memoria USB KINGSTON 16 GB,110,0,Memoria USB KINGSTON 16 GB,56,9,78.4,Unidad,1,0,0,default.png,1,1
189,4.71322E+12,Memoria USB ADATA 32 GB,140,0,Memoria USB ADATA 32 GB,72,9,100.8,Unidad,1,0,0,default.png,1,1
190,7.40617E+11,micro SD Kingston 8 GB,80,2,micro SD Kingston 8 GB,42.5,9,59.5,Unidad,1,0,0,default.png,1,1
191,7.50115E+12,Bicolor grueso Dixon,13,-8,Bicolor grueso Dixon,6.7,5,10.4,Unidad,1,0,0,default.png,1,1
192,7.50115E+12,Bicolor delgado dixon  MAE,10,-6,Bicolor delgado dixon  MAE,5.58,5,8,Unidad,1,0,0,default.png,1,1
193,16,Impresion oficio 1,1,9999976,Impresion oficio 1,0.19,8,0.8,Paquete,0,0,0,default.png,1,1
194,7.50129E+12,Acuarelas 12 pastillas makyco,16,5,Acuarelas 12 pastillas makyco,9.5,5,12.8,Unidad,1,0,0,default.png,1,1
195,7.50129E+12,Acuarelas 6 pastillas makyco,12,0,Acuarelas 6 pastillas makyco,6.8,5,9.6,Unidad,1,0,0,default.png,1,1
196,7.50199E+12,Barra silicon,3,51,Barra silicon,1.3,5,2.4,Unidad,1,0,0,default.png,1,1
197,7.50227E+12,Lapiz Duo Mae Lapiz duo Dixon Lapiz duo pelikan,10,42,Lapiz Duo Mae Lapiz duo Dixon Lapiz duo pelikan,5.22,5,8,Unidad,1,0,0,default.png,1,1
198,7.50224E+12,Caja clip  # 1 c/100 A-iNk,18,5,Caja clip  # 1 c/100 A-iNk,9.67,5,14.4,Unidad,1,0,0,default.png,1,1
199,112,Clip,0.2,-228,Clip,0.07,5,0.16,Unidad,1,0,0,default.png,1,1
200,7.50227E+12,Diadema vorago 300c,160,0,Diadema vorago 300c,122.83,9,171.96,Unidad,1,0,0,default.png,1,1
201,7.50227E+12,Diadema vorago 205,150,0,Diadema vorago 205,113.15,9,158.41,Unidad,1,0,0,default.png,1,1
202,13,Impresion oficio 1,1,10000000,Impresion oficio 1,0.19,8,0.8,Paquete,0,0,0,default.png,1,1
203,20,Producto prueba,0,98,Producto prueba,0,9,0,Unidad,1,0,0,default.png,1,1
204,4.71344E+12,micro SD 32 gb adata,160,2,micro SD 32 gb adata,72,9,100.8,Unidad,1,0,0,default.png,1,1
205,74061727464,micro sd 16 gb ADATA,150,0,micro sd 16 gb ADATA,79,9,110.6,Unidad,1,0,0,default.png,1,1
206,3000,Cerillos,3,0,Cerillos,1.6,10,2.4,Unidad,0,0,0,default.png,1,1
207,3001,Hormigas,4,0,Hormigas,2.5,10,3.2,Unidad,0,0,0,default.png,1,1
208,7.50228E+12,Corrector brocha MAE CBM-2012,14,2,Corrector brocha MAE CBM-2012,7.59,5,11.2,Unidad,1,0,0,default.png,1,1
209,7.50224E+12,Corrector Pluma MAE 8 ml CPM-8,22,0,Corrector Pluma MAE 8 ml CPM-8,15.2,5,17.6,Unidad,1,0,0,default.png,1,1
210,3002,Bubbaloo,1,0,Bubbaloo,0.67,10,0.8,Unidad,0,0,0,default.png,1,1
211,3003,Orbit varios sabores,2,0,Orbit varios sabores,0.94,10,1.6,Unidad,0,0,0,default.png,1,1
212,3004,Mazapan Original 28 g,5,30,Mazapan Original 28 g,5,14,5,Unidad,1,0,0,default.png,1,1
213,3005,Paleta de la Rosa,2,50,Paleta de la Rosa,1.2,10,1.6,Unidad,0,0,0,default.png,1,1
214,3006,Ollitas paq c/3,2,0,Ollitas paq c/3,1.05,10,1.6,Unidad,0,0,0,default.png,1,1
215,3007,Mazapan Gigante 50g,5,0,Mazapan Gigante 50g,3.75,10,4,Unidad,0,0,0,default.png,1,1
216,3008,Dedos,5,0,Dedos,2.96,10,4,Unidad,0,0,0,default.png,1,1
217,3009,Dartañan,3,0,Dartañan,1.88,10,2.4,Unidad,0,0,0,default.png,1,1
218,3010,mini dedos,1.5,0,mini dedos,0.82,10,1.2,Unidad,0,0,0,default.png,1,1
219,3011,Lucas Muecas,6.5,0,Lucas Muecas,4.5,10,5.2,Unidad,0,0,0,default.png,1,1
220,3012,Mega Huevon,3,0,Mega Huevon,1.1,10,2.4,Unidad,0,0,0,default.png,1,1
221,3013,Mini Pulparindo,2,0,Mini Pulparindo,1.1,10,1.6,Unidad,0,0,0,default.png,1,1
222,3014,Marimbas,5,0,Marimbas,2.92,10,4,Unidad,0,0,0,default.png,1,1
223,7.50609E+12,no usar,40,0,no usar,26,9,36.4,Unidad,1,0,0,default.png,1,1
224,7.50609E+12,Audifonos Hands free Mitzu MH-0092WH,65,0,Audifonos Hands free Mitzu MH-0092WH,44,9,61.6,Unidad,1,0,0,default.png,1,1
225,7.50609E+12,Audifonos in-ear mitzu MH-2014BL,35,0,Audifonos in-ear mitzu MH-2014BL,17,9,23.8,Unidad,1,0,0,default.png,1,1
226,7.50609E+12,cable micro usb green leaf  18-1402k2,35,0,cable micro usb green leaf  18-1402k2,17,9,23.8,Unidad,1,0,0,default.png,1,1
227,4.89517E+12,Cargador Rapido link bits 2.0A ac008,45,2,Cargador Rapido link bits 2.0A ac008,26,9,36.4,Unidad,1,0,0,default.png,1,1
228,ELEWI963201811165K,CABLE AUXILIAR 3.5 ELE-GATE,45,0,CABLE AUXILIAR 3.5 ELE-GATE,26,9,36.4,Unidad,1,0,0,default.png,1,1
229,21890,Cable audio macho macho,20,1,Cable audio macho macho,5,9,7,Unidad,1,0,0,default.png,1,1
230,1AV8HW01,Cargador micro usb V8 link bits AC005,36,1,Cargador micro usb V8 link bits AC005,18,9,25.2,Unidad,1,0,0,default.png,1,1
231,4.89517E+12,Cargador tipo C link bitsAC001,50,1,Cargador tipo C link bitsAC001,23,9,32.2,Unidad,1,0,0,default.png,1,1
232,16993,Lector memoria en forma de pie,15,9,Lector memoria en forma de pie,5,9,7,Unidad,1,0,0,default.png,1,1
233,22380,Cable auxiliar CA-050,15,0,Cable auxiliar CA-050,6,9,8.4,Unidad,1,0,0,default.png,1,1
234,6.9538E+12,Cable tipo C Sivivi CB109,35,1,Cable tipo C Sivivi CB109,15,9,21,Unidad,1,0,0,default.png,1,1
235,7.50609E+12,Audifonos Hands free MITZU,70,0,Audifonos Hands free MITZU,44,9,61.6,Unidad,1,0,0,default.png,1,1
236,7.50609E+12,Audifonos in-ear mitzu MH-2015RD,35,0,Audifonos in-ear mitzu MH-2015RD,20,9,28,Unidad,1,0,0,default.png,1,1
237,7.50609E+12,Audifonos hands free Azul Mitzu MH-0032BL,45,0,Audifonos hands free Azul Mitzu MH-0032BL,25,9,35,Unidad,1,0,0,default.png,1,1
238,7.50609E+12,Audifonos hands free ROJO Mitzu MH-0032PK,45,0,Audifonos hands free ROJO Mitzu MH-0032PK,25,9,35,Unidad,1,0,0,default.png,1,1
239,4.89517E+12,Cargador Rapido Modelo AC003 link bits,60,1,Cargador Rapido Modelo AC003 link bits,38,9,53.2,Unidad,1,0,0,default.png,1,1
240,7.50609E+12,cable micro usb green leaf  18-1402PR,35,2,cable micro usb green leaf  18-1402PR,17,9,23.8,Unidad,1,0,0,default.png,1,1
241,3015,Chutazo,5,0,Chutazo,3.09,10,4,Unidad,0,0,0,default.png,1,1
242,6.9538E+12,Audifonos Sivivi AU402,35,0,Audifonos Sivivi AU402,15,9,21,Unidad,1,0,0,default.png,1,1
243,6.9538E+12,no usar,40,0,no usar,18,9,25.2,Unidad,1,0,0,default.png,1,1
244,7.50609E+12,Audifonos in-ear,35,0,Audifonos in-ear,17,9,23.8,Unidad,1,0,0,default.png,1,1
245,22145,cable usb modelo SJN-C030804,70,0,cable usb modelo SJN-C030804,42,9,58.8,Unidad,1,0,0,default.png,1,1
246,7.50046E+12,MIcro SD card 16 GB blackpcs,140,2,MIcro SD card 16 GB blackpcs,70,9,98,Unidad,1,0,0,default.png,1,1
247,7.50046E+12,Memoria USB 16 GB Blackpcs model MU2107,120,0,Memoria USB 16 GB Blackpcs model MU2107,62,9,86.8,Unidad,1,0,0,default.png,1,1
248,7.50609E+12,Audifonos hands Free MH-0092BL,85,0,Audifonos hands Free MH-0092BL,53,9,74.2,Unidad,1,0,0,default.png,1,1
249,7.50609E+12,Audifonos hands free MH-0014BL,55,0,Audifonos hands free MH-0014BL,34,9,47.6,Unidad,1,0,0,default.png,1,1
250,7.50061E+13,Audifonos IN-EAR MH-2015BK,35,0,Audifonos IN-EAR MH-2015BK,18,9,25.2,Unidad,1,0,0,default.png,1,1
251,3016,Paleta de Mango,2,0,Paleta de Mango,1.24,10,1.6,Unidad,0,0,0,default.png,1,1
252,7.50609E+12,Cargador USB pared IP-6000BK,40,-1,Cargador USB pared IP-6000BK,20,9,28,Unidad,1,0,0,default.png,1,1
253,4.89517E+12,Cargador V8 Modelo AC013,70,0,Cargador V8 Modelo AC013,36,9,50.4,Unidad,1,0,0,default.png,1,1
254,3017,Japoneses 13 g,3,0,Japoneses 13 g,0.72,10,2.4,Unidad,0,0,0,default.png,1,1
255,6.9538E+12,Auriculares Sivivi AU416,45,1,Auriculares Sivivi AU416,24,9,33.6,Unidad,1,0,0,default.png,1,1
256,22143,Cargador de pared Modelo SJN-L189 LINK BITS,80,2,Cargador de pared Modelo SJN-L189 LINK BITS,48,9,67.2,Unidad,1,0,0,default.png,1,1
257,3018,Paleta Sandia,2,0,Paleta Sandia,1.5,10,1.6,Unidad,0,0,0,default.png,1,1
258,3019,Bocadin,2,0,Bocadin,1.2,10,1.6,Unidad,0,0,0,default.png,1,1
259,6.9538E+12,Audifonos Sivivi AU408,40,0,Audifonos Sivivi AU408,17,9,23.8,Unidad,1,0,0,default.png,1,1
260,6.9538E+12,Cable datos tipo C Sivivi CB164,30,1,Cable datos tipo C Sivivi CB164,13,9,18.2,Unidad,1,0,0,default.png,1,1
261,6.9538E+12,Cable datos para ios Sivivi CB162,30,1,Cable datos para ios Sivivi CB162,13,9,18.2,Unidad,1,0,0,default.png,1,1
262,6.9538E+12,Cable datos tipo v8   Sivivi CB163,30,4,Cable datos tipo v8   Sivivi CB163,13,9,18.2,Unidad,1,0,0,default.png,1,1
263,6.9538E+12,Auriculares Sivivi AU420,55,0,Auriculares Sivivi AU420,27,9,37.8,Unidad,1,0,0,default.png,1,1
264,25746,Manos libres m3,60,1,Manos libres m3,29,9,40.6,Unidad,1,0,0,default.png,1,1
265,4.89517E+12,cargador micro usb v8 modelo AC006,40,2,cargador micro usb v8 modelo AC006,18,9,25.2,Unidad,1,0,0,default.png,1,1
266,6.9538E+12,Auriculares Sivivi AU417,55,1,Auriculares Sivivi AU417,26,9,36.4,Unidad,1,0,0,default.png,1,1
267,6.99538E+13,Auriculares Sivivi AU419,55,2,Auriculares Sivivi AU419,27,9,37.8,Unidad,1,0,0,default.png,1,1
268,6.9538E+12,Diadema Sivivi AU410,150,0,Diadema Sivivi AU410,72,9,100.8,Unidad,1,0,0,default.png,1,1
269,7.50046E+12,Memoria USB 16 GB blackpcs 18539,125,2,Memoria USB 16 GB blackpcs 18539,62,9,86.8,Unidad,1,0,0,default.png,1,1
270,7.50046E+12,Memoria USB 32 GB Blackpcs 18538,160,-1,Memoria USB 32 GB Blackpcs 18538,78,9,109.2,Unidad,1,0,0,default.png,1,1
